"17-1639.5_Benzoic acid, 4-hydroxy- [2TMS]",0.002,0.002,0.002,0.015,0.002,0.003,0.02,0.007,0.002,0.009,0.004,0.003,0.007,0.002,0.002,0.002,0.002,0.005,0.002,0.003,0.011,0.008
18-1710.8_Suberic acid [2TMS],0,0,0,0.002,0,0,0.002,0.002,0,0,0,0,0.006,0,0,0,0,0.004,0,0,0.006,0.004
19-1774.2_Ribonic acid [5TMS],0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.002,0.001,0.002,0.003,0.001,0.002,0.001,0,0.005,0
20-1806.4_Azelaic acid [2TMS],0.001,0.001,0.001,0.01,0.002,0.001,0.01,0.01,0.001,0.001,0.001,0.001,0.036,0.004,0.002,0.002,0.001,0.023,0.001,0.001,0.057,0.043
"21-1862.7_Quinic acid, D(-)- [5TMS]",0.026,0.056,0.034,0.235,0.166,0.027,0.151,0.187,0.025,0.081,0.02,0.036,0.237,0.051,0.062,0.093,0.03,0.115,0.024,0.031,0.944,1.097
"22-1949_Pentadecanoic acid, n- [1TMS]",0.011,0.04,0.014,0.051,0.015,0.012,0.028,0.046,0.008,0.015,0.006,0.013,0.129,0.033,0.04,0.045,0.009,0.029,0.009,0.012,0.268,0.23
"23-1949_Pentadecanoic acid, n- [1TMS] COPY",0.003,0.007,0.005,0.024,0.004,0.003,0.013,0.022,0.003,0.01,0.002,0.004,0.021,0.006,0.008,0.012,0.004,0.017,0.003,0.004,0.074,0.083
"24-1968.8_Indole-3-acetic acid, 1H- [2TMS]",0.004,0,0,0.276,0,0.008,0.481,0.053,0,0.014,0.001,0.011,0.016,0.001,0,0.001,0,0.034,0,0.008,0.048,0.045
"25-1985_Glucopyranose, D- [5TMS]",0.003,0.004,0.003,0.002,0.004,0.003,0.002,0.003,0.003,0.003,0.003,0.004,0.006,0.004,0.005,0.005,0.003,0.004,0.002,0.003,0.01,0.007
26-2267_Permethyl-oligosiloxane,0.046,0.059,0.05,0.062,0.042,0.048,0.044,0.052,0.042,0.055,0.041,0.047,0.046,0.044,0.058,0.067,0.041,0.05,0.046,0.047,0.081,0.075
"27-2050.2_Hexadecanoic acid, n- [1TMS]",0.147,0.248,0.202,0.505,0.197,0.081,0.461,0.411,0.157,0.587,0.103,0.156,0.731,0.637,0.336,0.512,0.163,0.777,0.128,0.161,1.52,1.323
28-2035.9_(9-(Z)-Hexadecanoic acid [1TMS],0.002,0.002,0.003,0.004,0.002,0.003,0.002,0.005,0.002,0.004,0.001,0.003,0.007,0.002,0.003,0.004,0.002,0.005,0.002,0.003,0.008,0.008
29-2038.3_(910; 9-(Z)-Hexadecanoic acid [1TMS],0.007,0.023,0.009,0.01,0.008,0.007,0.007,0.015,0.006,0.007,0.003,0.009,0.016,0.022,0.025,0.03,0.006,0.009,0.005,0.008,0.021,0.025
30-2091.9_Myo-inositol- [6TMS],0.004,0.008,0.004,0.002,0.004,0.003,0.003,0.001,0.003,0.005,0.002,0.004,0.004,0.006,0.009,0.011,0.002,0.005,0.002,0.002,0.004,0.003
"31-2146.7_Heptadecanoic acid, n- [1TMS]",0.003,0.007,0.004,0.006,0.004,0.002,0.004,0.006,0.002,0.003,0.002,0.002,0.031,0.006,0.007,0.011,0.002,0.01,0.002,0.003,0.035,0.026
"32-2211.1_Octadeadienoic acid,9,12-(Z,Z)-, n- [1TMS]",0.017,0.017,0.007,0.014,0.006,0.006,0.004,0.009,0.007,0.009,0.002,0.009,0.024,0.012,0.014,0.015,0.005,0.012,0.004,0.01,0.021,0.019
"33-2217.4_Octadecanoic acid, 9-(Z)-, n- [1TMS]",0.028,0.067,0.036,0.048,0.035,0.022,0.026,0.041,0.026,0.032,0.01,0.026,0.078,0.065,0.079,0.115,0.028,0.047,0.036,0.039,0.092,0.119
"34-2247_Octadecanoic acid, n- [1TMS]",0.048,0.096,0.075,0.112,0.058,0.038,0.08,0.08,0.049,0.108,0.039,0.051,0.178,0.081,0.11,0.173,0.065,0.175,0.047,0.059,0.229,0.2
35-2430.3_Myo-inositol-1-phosphate [7TMS],0.009,0.013,0.01,0.003,0.016,0.003,0.002,0.002,0.008,0.005,0.009,0.004,0.003,0.011,0.014,0.014,0.009,0.005,0.013,0.003,0.003,0.003
36-Unknown 222_27.4722_331,0.133,0.638,0.114,0.682,0.136,0.096,0.5,0.773,0.1,0.172,0.102,0.16,0.596,0.185,0.188,0.271,0.182,0.3,0.09,0.094,3.425,3
"37-2456.3_Eicosanoic acid, n- [1TMS]",0.003,0.003,0.01,0.002,0.003,0.005,0.002,0.002,0.002,0.006,0.002,0.008,0.007,0.004,0.003,0.004,0.003,0.007,0.002,0.007,0.005,0.004
38-2468_Uridine [3TMS],0.006,0.007,0.007,0.085,0.007,0.004,0.059,0.092,0.006,0.012,0.004,0.006,0.009,0.007,0.006,0.006,0.003,0.014,0.003,0.004,0.437,0.392
39-2592_Inosine [4TMS],0.001,0.005,0,0.001,0.004,0,0.001,0,0.002,0.004,0.001,0,0.007,0.007,0.004,0.003,0.001,0.007,0.002,0.003,0.005,0.003
40-2612.4_Adenosine [3TMS],0.006,0.005,0,0.002,0.004,0,0.002,0,0.001,0.007,0.001,0.003,0.009,0.005,0.004,0.003,0.002,0.009,0.002,0.003,0.01,0.004
"41-2652.4_Docosanoic acid, n- [1TMS]",0.004,0.004,0.005,0.002,0.003,0.008,0.002,0.001,0.003,0.005,0.002,0.009,0.005,0.003,0.003,0.005,0.002,0.005,0.002,0.01,0.005,0.003
"42-2820.8_Squalene, all-trans-",0.018,0.025,0.02,0.005,0.023,0.02,0.004,0.004,0.025,0.016,0.014,0.031,0.025,0.018,0.012,0.018,0.016,0.024,0.019,0.02,0.017,0.01
"43-2838.7_Tetracosanoic acid, n- [1TMS]",0.005,0.004,0.006,0.001,0.004,0.006,0.001,0.001,0.004,0.004,0.002,0.008,0.004,0.003,0.004,0.004,0.004,0.004,0.003,0.008,0.003,0.002
44-2744.9_Tetracosanol [1TMS],0.024,0.025,0.032,0.004,0.036,0.043,0.004,0.004,0.022,0.028,0.019,0.047,0.013,0.023,0.023,0.027,0.033,0.024,0.029,0.054,0.008,0.006
45-3156.9_Cholesterol [1TMS],0.014,0.024,0.02,0.003,0.016,0.014,0.002,0.003,0.009,0.015,0.006,0.019,0.023,0.018,0.025,0.034,0.009,0.018,0.009,0.018,0.021,0.018
46-3171.3_{861; 5-alpha-Cholestan-3-ol [1TMS]},0.009,0.02,0.012,0.001,0.011,0.011,0.001,0.001,0.01,0.007,0.009,0.017,0.01,0.014,0.016,0.02,0.009,0.009,0.014,0.014,0.007,0.005
47-2866_Daidzein [2TMS],0.03,0.06,0.039,0.004,0.038,0.034,0.003,0.003,0.033,0.022,0.029,0.052,0.027,0.041,0.05,0.062,0.031,0.026,0.045,0.044,0.02,0.016
48-3355.5_beta-Sitosterol [1TMS],0.008,0.011,0.011,0.001,0.009,0.008,0.001,0.001,0.007,0.006,0.004,0.01,0.008,0.008,0.01,0.013,0.007,0.008,0.007,0.01,0.007,0.006
49-3577.6_Oleanolic acid [2TMS],0.007,0.003,0.005,0.001,0.021,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.005,0.004,0.003,0.011,0.002,0.003,0.003,0.004,0.013,0.007
50-3626.6_Ursolic acid [2TMS],0.005,0.002,0.007,0.001,0.001,0.001,0,0.001,0.001,0.003,0.006,0.003,0.001,0.003,0.002,0.006,0.001,0.002,0.002,0.002,0.019,0.002
"51-2768.4_Maltose, D- [1MEOX] [8TMS]",0.008,0.01,0.001,0.003,0.011,0,0.004,0.01,0.011,0.016,0.008,0.013,0.009,0.011,0.009,0.011,0.006,0.009,0.025,0.028,0.007,0.002
"52-2749.1_Trehalose, alpha, alpha'-, D- [8TMS]",0.044,0.123,0.013,0.016,0.049,0.008,0.011,0.023,0.035,0.045,0.023,0.024,0.046,0.121,0.118,0.118,0.032,0.034,0.025,0.028,0.036,0.027
53-2407.5_Glucose-6-phosphate [6TMS],0.001,0.001,0.001,0.001,0.002,0,0.001,0.001,0,0.001,0.001,0,0.002,0.001,0.002,0.002,0,0,0.001,0.001,0.001,0.002
"54-1775.1_Glycerol-3-phosphate, DL- [4TMS]",0.018,0.063,0.02,0.005,0.016,0.008,0.004,0.004,0.009,0.007,0.006,0.006,0.005,0.05,0.06,0.07,0.007,0.004,0.006,0.005,0.004,0.002
"55-1881.1_Mannose, D- [1MEOX] [5TMS]",0.017,0.062,0.029,0.014,0.026,0.006,0.011,0.042,0.018,0.022,0.016,0.03,0.021,0.031,0.073,0.096,0.015,0.015,0.006,0.006,0.02,0.014
"56-1892.3_Galactose, D- [1MEOX [5TMS]",0.002,0.004,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.004,0.002,0.002,0.001,0.002,0.003,0.002
57-1837.2_[731; Erythrose [3TMS],0.002,0.003,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.012,0.002,0.003,0.016,0.003,0.003,0.004,0.002,0.008,0.002,0.003,0.022,0.006
"58-1775.1_Glycerol-3-phosphate, DL- [4TMS]",0.037,0.115,0.037,0.013,0.045,0.025,0.011,0.009,0.022,0.019,0.017,0.027,0.016,0.126,0.106,0.127,0.022,0.016,0.019,0.022,0.013,0.009
"59-1501.7_Threitol, D- [4TMS]",0.007,0.02,0.007,0.033,0.008,0.004,0.034,0.042,0.004,0.011,0.004,0.005,0.007,0.021,0.02,0.023,0.004,0.014,0.004,0.005,0.021,0.028
"60-1690.9_Ribose, D- [1MEOX] [4TMS]",0.003,0.011,0.005,0.001,0.004,0.001,0.001,0.001,0.002,0.003,0.002,0.003,0.073,0.004,0.016,0.024,0.002,0.002,0.001,0.001,0.096,0.092
"61-1669.2_Xylose, D- [1MEOX] [4TMS]",0.003,0.017,0.008,0.001,0.006,0.001,0,0.001,0.003,0.004,0.002,0.005,0.002,0.005,0.024,0.034,0.002,0.003,0.001,0.001,0.003,0.002
Unknown-1,0.189,0.446,0.374,0.461,0.358,0.353,0.16,0.487,0.203,0.234,0.277,0.401,0.804,0.355,0.274,0.515,0.336,0.331,0.356,0.409,1.631,2.659
Unknown-2,0.787,4.558,4.138,4.29,4.378,4.205,4.513,4.385,4.393,4.449,4.361,4.264,3.64,4.51,3.893,3.977,4.417,4.21,4.132,4.097,3.26,3.516
Unknown-3,0.009,0.025,0.018,0.042,0.025,0.013,0.028,0.029,0.04,0.044,0.014,0.008,0.054,0.005,0.021,0.028,0.032,0.067,0.006,0.007,0.086,0.077
Unknown-4,0.001,0.001,0.001,0.049,0.001,0,0.145,0.159,0.001,0,0.001,0.001,0.005,0.001,0.001,0.001,0.001,0.002,0,0.001,0.003,0.015
Unknown-5,0.003,0.005,0.003,0.002,0.002,0.003,0.002,0.042,0.003,0.003,0.003,0.004,0.003,0.004,0.004,0.006,0.003,0.003,0.002,0.002,0.005,0.005
Unknown-6,0.005,0.005,0.004,0.003,0.003,0.007,0.003,0.003,0.003,0.006,0.003,0.007,0.007,0.004,0.005,0.007,0.003,0.007,0.003,0.006,0.009,0.005
Unknown-7,0.006,0.054,0.008,0.002,0.01,0.001,0.002,0.004,0.008,0.009,0.006,0.008,0.011,0.055,0.052,0.008,0.003,0.004,0.005,0.005,0.005,0.002
Unknown-8,0.003,0.003,0.004,0.003,0.004,0.004,0.002,0.003,0.004,0.005,0.004,0.004,0.01,0.004,0.004,0.004,0.004,0.006,0.004,0.004,0.016,0.011
62-Vaccenic acid_C18:1(11E),0.028,0.067,0.036,0.048,0.035,0.022,0.026,0.041,0.026,0.032,0.01,0.026,0.078,0.065,0.079,0.115,0.028,0.047,0.036,0.039,0.092,0.119
